商品评论,情感分析结果,评价倾向
好东西，京品质价优服务值得点赞啊。,0.9961770655205562,喜欢
可以,0.5262327818078083,一般
挺好的，送货很快点赞,0.9943951540628326,喜欢
 精品收藏人文阅读学术权威思想沉淀社会化资深历,0.9998423718364718,喜欢
5星评价是给京东小哥的，敬业精神超一流!,0.9837593376891625,喜欢
觉得还是很不错的，挺好呢。,0.9838372716695853,喜欢
自己看的书笑着也要读完，心仪已久很好感谢店家,0.992455429820337,喜欢
这个系列终于出了，一读起就放不下来,0.8485178576970668,喜欢
刚开始看，有些费脑子呀慢读吧,0.3049267886471916,不喜欢
这本书在购物车放了很久，老早就听说多人推荐趁着次图活动一起买！句实话不赖质量错囤看还是喜欢纸kindle吃灰哈,0.8258986821704574,喜欢
读高中孩子买的，青少年励志书纸质很好内容也精彩值得一看。京东自营物流快送货帅哥服务态度,0.9999663848357802,喜欢
还没有看，一次性买了很多本个来。,0.3550905919723397,不喜欢
"""懒惰是很奇怪的东西，它使你以为那安逸休息福气；",0.8729664083016827,喜欢
,0.5262327818078083,一般
"但实际上所给无聊倦怠消沉剥夺对前途希望割断和别人之间友情心胸日渐狭窄生也越来怀疑。—罗兰 《忙碌与进取》""",0.9989356496847668,喜欢
挺好的，物流快包装,0.8961659571691981,喜欢
京东的书不错，物美价廉彩色挺增加阅读兴趣推荐购买。纸张质量也很好屯了多慢看下次还来,0.9982903481468672,喜欢
书的速度很快，而且质量好发过来时候没有破损一直在京东上买西商品值得信赖想要亲可以下单了?,0.9947265990996247,喜欢
书很好，没有破损快递,0.2461059945598476,不喜欢
应该是正版，习惯性好评。,0.7762568003752504,喜欢
非常有用的工具书，作为参考资料可以备一本看各地报告,0.9828381353142848,喜欢
不错的神话学研究，值得入手,0.9996500297211512,喜欢
挺不错的，京东买西很方便好评,0.9698738147331645,喜欢
不错，好吃,0.8823812149962831,喜欢
在学油画，临摹用的色彩清晰很好,0.9879561473907819,喜欢
封面不错，里的印刷暗淡了一些。,0.9062767839868278,喜欢
"""全五星好评！",0.40056574592354277,一般
,0.5262327818078083,一般
"以下言论不针对本店 京东自营确实没有什么说的，很你是上帝在那死宝卖家也小二。来但前提必须公平正问题经常会遇到受贿和弱智外驻让当时这样虽然态度点更磨蹭一方马扁子情况我推荐处理法：商咕咚里句他们保证发货得（运输途中都算）买补偿要了无谁高兴成功害者心个安慰、圆满""",3.186229670726348e-05,不喜欢
618活动还是可以的，书都也好就火爆送货晚了一天总体满意吧！发票忘记写抬头又不知道下单后怎么修改,0.019281317516193996,不喜欢
王臣不算是大众的，但一直都很喜欢他基本也必买了。书已经成为种习惯,0.9383052592309549,喜欢
"""快递小哥服务很好！",0.4545550733507281,一般
,0.5262327818078083,一般
"字迹清晰，纸张较""",0.581267893288101,一般
京东活动叠加优惠券收入，价格非常感谢。越来多西在购买了赶上实物流快服务态度好售后比其他电商很一开始只是书现家用器也大部分这里的给力基本隔日达包装满意！,0.9970486115914838,喜欢
送货很快，包装的也不错一如既往好评有需要还会再来。,0.9926918698760184,喜欢
书不错，可以当故事看,0.9680685114513563,喜欢
是我要的书。一单订19本，多了点有担心错漏收到后核实没只些塑封容易脏出版社如能先就完美信任京东,0.00011836626490613344,不喜欢
书质量不错，整体！,0.956925393900187,喜欢
好小一本。直对于名人的传记很感兴趣，而且这里面提及我都喜欢主要是字图不算太多,0.9793052543325513,喜欢
完美非常好 厂长的书真很棒推荐大家购买阅读?,0.9976926232399177,喜欢
苏小红老师的书，很有用(?▽)！,0.995637212750287,喜欢
很不错的东西，京体验还是一如既往好。感谢快递小哥！,0.9846567615939358,喜欢
这套文物中国史丛书非常不错，相当于坐地观看了好多个历博馆图并茂内容详实脉络清晰阅读起来轻松易懂有滋味。,0.9999999083194564,喜欢
書就不多介紹了，師顧堂主人文盲持搞的大部頭影印也是他們第一放在廣西範社出嚴格來講已經算眾籌因為預定價只能由版說（當然這衡量與否標準）750好像記太清但少夠風險我雖喜歡理解時忍住沒。期間堅稱電商會買比更便宜還度使用東券直挺參加此前次促銷孔網上千起步結果…雙1力實啊！意思有點語無倫可花 兩百到六個匣套並且早拿半年些接受麼其想表達希望重回以模式,1.3032045796945724e-06,不喜欢
书的质量好、印刷清晰物流快商家服务态度，五星10%评我是老顾客了谢！,0.08072697983879762,不喜欢
"""商品质量很好，满意配送速度快啊而且员态也非常。"""",挺的实用京东物流哟~希望以后会更多省给力下次还是要选择城没错一起买价格便宜递又专业和贴心可显示位置随时掌握进先！活动期间惠自营值得信赖推荐同事都说继续哈…就个字昨晚10点前单今天早上收到包装购使我们生捷了丰富无所不有优童叟欺""",0.9999831049267998,喜欢
甲骨的书，早在30多年前殷代后期当时纸尚未发明人们就地取材以龟和兽为料把内容刻或上这是。石头古也用来作写甚至将整篇品部著于简牍对我国遗存下有文字竹与木概称缣帛丝织物轻软平滑易着墨幅长短宽窄可根据少剪裁而且随意折叠卷起携带方便弥补本初并完全图三者此外还宋清印到现电子,0.9999997325051699,喜欢
"""书店看上了这本非常好的，一直想买可惜但是太贵又不打折回家决定京东",0.8709367256610202,喜欢
,0.5262327818078083,一般
"果然有扣。毫犹豫下速度快从配货到送也很具体递收包装真没拆开过新以说无论自己阅读人藏还都面子特别精美；各种十分虽着相对简单遑多让塑封完整和底设计、绘图画我觉得细腻而且价值套致推荐大购 帧纸张干净文字排版起来舒服惊喜欲罢能每捧时候似乎够感作者保留把品呈现在前""",0.9999999251633056,喜欢
品相很好 快递满减购入比较划算,0.9887904308648976,喜欢
这套书本完全超出了我的预期，它绘画非常精美一看就是大师之作不简笔哦！像油般细腻色彩搭配柔和。比那些粗制滥造儿童图好太多嗯纸质错没有什么异味女很喜欢然后呢十三岁子也对爱释手孩提高兴趣帮助为证另外他内容丰富共70小册分别介绍动物食知识点要易懂既学启蒙又百科亲犹豫啦家才选真,0.9999999121703113,喜欢
本书第一版曾获得郭沫若史学奖和首届政府图，时隔6年做增订。全六万余词条是已通行半个多世纪的《古今地名大辞典》两倍以上字数也为其三由*历研究所室主持编纂著泰斗谭骧先生任顾问国有关单位力协作二十八易稿而成注意吸收最新果反映水平纠正了往同类工具中许错讹无论规模质量都达到当代之就价格过于昂贵,0.9999037174390613,喜欢
书还没看，包装挺好一次性买了多本准备慢带回家给孩子。,0.6797863548031864,喜欢
搞活动时候买的，质量如何有待间验证但是包装水平必要改善。,0.15584381680815818,不喜欢
一直在这里买，特别好推荐大家继续活动合适物美价廉,0.9829582558183683,喜欢
非常喜欢，很好。愉快的购物体验感谢！,0.9863172953703797,喜欢
比书店便宜。,0.6395253278337143,喜欢
孩子喜欢看的,0.8991425823850696,喜欢
怎么没有开发票？,0.1747599402408172,不喜欢
学习看，挂图还可以希望有帮助,0.8915908699902629,喜欢
不错，学校让买的就顺便了一堆希望对孩子有所帮助质量也都挺好没什么味道！,0.9970092606842244,喜欢
我是们村第一个网购人，这里大部分都不的他买东西价格般会超过两块听说在京整子震惊了长跑到家对爸你疯？媳妇跟闹离婚日没法啦面重压力下依然坚持要相信月工资白花终于快递怀着激动心情颤抖双手打开包裹啊！呆颜色感质量只恨读书少无用华丽词语来形容它举骄傲站口沸腾更有喊如果给看就跳井吓赶紧收起宝贝立刻前往海拔10米使完后全羡慕眼光中昂首挺胸扬而去老婆送出还多几,0.411796041528413,一般
不错，孩子非常喜欢可读性好,0.9811923309760793,喜欢
老师介绍书籍，注音版小孩一年级易读碰上618活动购买大批价格实惠送货及时如既往支持点赞京东,0.9999945787712597,喜欢
不同的出版社 相内容买了两本都是小故事错所以退打算送给朋友孩子,0.9357473625007404,喜欢
一直在京东上买西，不错挺好的质量也用时候很方便快！值得信赖,0.9998969444835282,喜欢
真正的版图书，孩子很喜欢看中好词句都有明确备注容易记住。,0.9999465406365181,喜欢
宝贝相当不错哦，非常满意给分！告诉大家的。质量好与卖描述完全一致服务太棒了考虑周到超出期望值发货速度快包装仔细、严实物流公司态很运送,0.9999506501384258,喜欢
买回来小孩子一直就在看，他很喜欢注音版适合年级的,0.995207394445793,喜欢
618买的，包装严实是正版经济惠。明年继续抢神券…,0.9168423705370193,喜欢
京东发货很快！非常满意,0.9444689067354437,喜欢
物流很快…性价比高,0.9906127991508527,喜欢
送货快，非常方便下次再买,0.6872337114488182,喜欢
刚给 v,0.3493789163851936,不喜欢
孩子很喜欢，就买了质量好是正版值得购,0.9748265993196088,喜欢
孩子很喜欢,0.9280431223366102,喜欢
满意,0.7053469852104663,喜欢
物美价廉，送货上门好评。,0.703455045142003,喜欢
很好，质量速度快。满意,0.9771851407846736,喜欢
"""幸好买得快，断货了等金爱烂诺贝尔奖我就发。",0.785739310515417,喜欢
,0.5262327818078083,一般
"不可能那会儿这本书都怕见""",0.2701626779614468,不喜欢
京东就是快 很喜欢书,0.945031662388094,喜欢
京东物流速度很快，书的质量上乘价格实在是优惠。靠谱,0.9682680706704262,喜欢
还没看a,0.31576774737571767,不喜欢
很赞哟，多关注.,0.9877553592190538,喜欢
不好看，内容太差,0.05911131925495594,不喜欢
"""京东1搞活动 正好刚需买非常划算了",0.6188538350820851,喜欢
,0.5262327818078083,一般
"一直在书的时候值。""",0.650251258260035,喜欢
东西收到了，物流很快赞一个。包装位非常满意书好精美唯没中不足的就是太薄下次买我会看这购高兴还上京,0.9989730967464152,喜欢
看了一些日子，这本书的内容还是比较全面从python到金融知识都有涉及适合入门人吧。挺厚希望完所收获给个好评！,0.9997289250821222,喜欢
塑封拆开面很多划痕，这是为什么呢？大致浏览了一下内容不错覆盖全好学会有收获。,0.7390333091109892,喜欢
品质不错，价格实惠包装完好无损京东物流速度超快购体验舒畅。,0.9999797095584059,喜欢
上个月刚出的新版图书，印刷质量很好。50多页厚一本Python基础知识统计学占半略微不足,0.9994991654387676,喜欢
确实是精解，从历史的角度读淮南子说出了普通人不能注意地方作者有自己观点和看法。比如刘安怎么死成仙还神话故事那一段很深入这本书同于般译与众雅俗共赏,0.9999995355611929,喜欢
中午定的傍晚就到，而且京东快递员服务很好又细心,0.9764267653722183,喜欢
质量很好内容经典，非常满意。,0.9314606613269566,喜欢
孩子学校要求看的。书质量不错，字迹清楚是正版,0.9988584604778089,喜欢
是一本好书，读后感触颇深。,0.9979740360532212,喜欢
这一套书其实还不错的，就是没有拼音年期看话学了但个课外阅读我们里建议买好几都按照参考目录广东西部沿海茂名。欢迎大家来做客！,0.9982883901736072,喜欢
彩色，有拼音适合一年级的小朋友阅读到手后可开心了这几天都完。,0.9967588663893031,喜欢
一边听音频看，孩子很喜欢法国人的漫画也浪,0.9847844595211659,喜欢
购物这么多年，最恶心的一次请大家擦亮眼睛你们出种书简直是对原作者极侮辱盗版也就罢了结果还再里面乱改无良商,0.0013651946960714367,不喜欢
趁打折屯了不少，十四只老鼠画风很美故事简单但是温馨宝热衷于去封面找认科学绘本字多全三岁看略早现在喜欢医生系列,0.9999916736203616,喜欢
全新的很好,0.9181448459507149,喜欢
印刷很好，质量不错喜欢,0.9634507626353223,喜欢
满减活动买的，折上优惠力度蛮大比实体书店便宜多了。,0.5971091340807123,一般
不错，书的质量很好推荐给大家,0.9762533124828382,喜欢
书的质量不错，内容也还行慢学习吧希望能用得着继续支持北京大出版社,0.9864955744757448,喜欢
专业书籍，特别好用值得购买,0.9816516855093945,喜欢
挺好的，一次不错购物体验希望京东能在流、发票等方面做得更。,0.9911144078482279,喜欢
不错 内容充实质量好就是贵啊要有电子书了,0.9823801589903305,喜欢
书的内容很使用，印刷质量也挺好不错。,0.9708500944425593,喜欢
拼单买的，还可以吧！物美价廉,0.6887969712618717,喜欢
宝贝收到，京东自营图书一如继往的信任支持。赞！,0.8452596155766643,喜欢
很好的书，搞活动购入经济实惠可惜不是一版印。,0.9787263654799188,喜欢
可以，活动价买的确实便宜很惠。,0.8057669452943234,喜欢
几年前出过大精，这次上美又平装阅读本觉得套书最好。经济实惠不贵,0.9997894914353527,喜欢
好，名家绘制故事性强值得拥有。,0.9999581870661358,喜欢
很好的开本，快递给力,0.31338890809445186,不喜欢
非常精美。满意！好书新相当优秀价格便宜没过度包装,0.9859975030309404,喜欢
没买大小精的，这次阅读本绝对是个不错选择！,0.8769843368457003,喜欢
很好，凑单用的。上美正版画太一般,0.9092306619034827,喜欢
还可以，送货及时！。？,0.601409243897471,喜欢
老师推荐购买的，对孩子学习应该有帮助但书套小破损不影响使用就申请售后。,0.8445701748783507,喜欢
京东送货速度天下第一，自从用了就没停止过剁手支持啊书还是不错的正版抓紧看吧,0.9972507948477427,喜欢
学校老师推荐买的。很好一套书面英文，中方便阅读,0.9977762574836324,喜欢
孩子很喜欢，一本个小故事看的同时还能学习知识赞,0.9999230794642394,喜欢
书本质量很好，孩子喜欢。用着舒心妈买放,0.9797951458986169,喜欢
这期内容很丰富，与教室专业成长有关,0.9987539052365896,喜欢
发货很快，印刷也好方老师的著作正在学习中,0.9995856833894171,喜欢
一本悬念重，令人倍感意外的书故事紧贴时代想象。几乎口气读完了消遣好值得推荐,0.9999676703893775,喜欢
还没拆封，质感不错的书！,0.808019781147469,喜欢
好书收藏一下！,0.8667972845968108,喜欢
素有“小丁飞刀”之誉的学松是清淞医院神经外科中流砥柱， 拥极为敏锐洞察力与超一技术。然而女友托付给他个病人却改变了命运—那本简单台手不想在动时竟意昏迷等到醒过来发现自己已将部分脑组织切除导致对方直接死亡,0.9983502948613516,喜欢
物流快第二天到了，这本还可以吧一直喜欢悬疑推理类的书,0.9988579439257532,喜欢
在朋友那儿读了几十页，情节挺吸引果断买一本。记忆会改变个人性格想到电影《蝴蝶效应》有时候的痛苦来自于太好所以金鸡里吃药删去,0.9999909609366272,喜欢
很棒，喜欢没有破损,0.7478206032313167,喜欢
喜欢亢霖老师的书,0.9486934167726055,喜欢
"""帮领导下的单，",0.30242663609633413,不喜欢
,0.5262327818078083,一般
"说要看这本书。""",0.5259373987553857,一般
霖，“70后”生于兰州现居北京。媒体从业者某中央主任编辑爱好写作文风平实自然情节跌宕起伏善用温和的笔触剖析人性深处与恶质朴字承载天马行空想象,0.999999999995254,喜欢
这次买了超级多的书，信任京东又快好关键活动还给力会再来,0.6394823492134957,喜欢
挺好的非常棒！,0.9881602910312295,喜欢
书很好，质量非常坚持学习使用,0.9557317832225195,喜欢
孩子很喜欢，没想象的厚,0.7891798609838906,喜欢
到的真是快啊，够看下一个双十了哈。,0.8317360884998592,喜欢
不错的一本书，但好像搞见了,0.8676045551820017,喜欢
书不错，比我想象的薄。而且新没有封过问题！,0.9136506085500109,喜欢
图文并茂，有参考价值！,0.9765390688616027,喜欢
您没有填写内容，默认好评,0.01959808578924438,不喜欢
"""风樯动 龟蛇静起宏图",0.2931102520208688,不喜欢
,0.5262327818078083,一般
"一桥飞架南北天堑变通途更立西江石壁截断巫山云雨高峡出平湖神女应无恙当惊世界殊""",0.13734180626568482,不喜欢
很好的一本书 印刷精美纸张直信任京东送货快服务会支持下去,0.9438472556620701,喜欢
这本书，比较系统地介绍了计算的有关内容值得推荐,0.821683282192456,喜欢
收到货了，速度很快质量好赞一个！,0.9795825475315767,喜欢
很不错的书，这类比较少。,0.9553140524314082,喜欢
理论性强，但是作为资料保存起来也很不错,0.9879495475214929,喜欢
不错，经典书目。 值得买,0.9890018536628455,喜欢
书挺不错的，配合R语言讲,0.9959495712646829,喜欢
这一系列的书都很不错，推荐下。,0.9869884452162189,喜欢
哈,0.5262327818078083,一般
女儿很喜欢这个系列，已经收齐了！京东就是好,0.9457992291130424,喜欢
这次购买了很多书，满10-5的活动确给力够我看一阵。起要本才花6左右非常意质量好都是正版发货快晚上拍早就收到递员服务辛苦信赖京东！,0.9993585049469379,喜欢
在京东买的西就是放心，速度快质量又有保证祝愿越来好。,0.9974605530920084,喜欢
是一本好书，首先印刷质量不错内容个人感觉比较适合我这外表善良实则懦弱的家伙~,0.9987450353231925,喜欢
这本书的第一句话就说到了我心里，你以为善良其实只是懦弱,0.8674335491298705,喜欢
买了几本书啊，都挺不错其中一要送给女朋友的?还没看知道怎么样。,0.9863069074789336,喜欢
挺好的 还没看等有时间再应该不错,0.9327518552188051,喜欢
最近有点浮躁，都没怎么看。但是这个价买的值书很好字也清楚,0.978087227714588,喜欢
你的善良必须漏出些锋芒，读！,0.9700426880787156,喜欢
东西非常好，我很喜欢！都是的书价格便宜。,0.9628105010743593,喜欢
华盛顿，他的名字是美国首都头像出现在总统山和钞上我们知道缔造者、第yi任但这被神化赫声之下究竟怎样一个人？从奔走于北荒原年轻军官到独立战争枪林弹雨中司令再共位历尽曲折路来本书要讲故事就真实而平凡如何成为创史伟。,0.999998804881684,喜欢
1、完工确认收入：按已产生成本占总比例；2绑定销售时，即使名义免费的品也要分配价值记3并购多支付款但同让被方高买主体以做大4旅行社之类公司能否将所有纳进来取决于风险是转移至5低出业务给予其他好处6利用重组等一次性活动经营计（非）从而得7%控股和润表9在栏中扣除8照会准则0或亏损权益法若违规操作可假式采隐蔽手段如委托母对子不存施加影响力资负债上市持票涨增当化常放现金流,2.3576369164723943e-05,不喜欢
不愧是中信出版，必精品了解下美国的开元勋,0.9998581436947733,喜欢
客观真实 有高度！外国人写传记，不会只好的这方面值得中学习。对比其他版本个最看反复,0.995881375105455,喜欢
书很不错，活动价给力快递也好赞。,0.9950824876815184,喜欢
不错的书，好读！印刷很,0.9852971989440058,喜欢
新书可以好看吧！,0.8404277372521658,喜欢
了解美国历史的好书，值得读京东送货速度一如既往地快,0.9994856084434461,喜欢
挺不错的，就是对于华盛顿战役描述够多,0.9923831831979447,喜欢
甲骨文美国开系列作者新书，中信今年还会出两本值得收藏,0.9996865455950208,喜欢
性价比高，内容质量均佳。赞！,0.9952820972428994,喜欢
买过很多次了正版质量非常好,0.7686776947703668,喜欢
好书，内容详尽实用一直在买。,0.926387318871858,喜欢
題十分典型，与物理书上教材相同,0.15843378685009202,不喜欢
内容丰富，许多课堂上没有细讲的都。还一本小书归纳了平时所学知识很方便、实用！包装好服务员对自己工作负责认真送货速度也快满意,0.999675292389938,喜欢
很不错，实用性强京东购物已成为一种习惯愉快的。,0.9650745916433863,喜欢
用券后很实惠！买了多，统一好评,0.9889280764780465,喜欢
为下学期提前做准备，内容实用,0.6708020251449748,喜欢
不错啊，孩子一直在用,0.948812395121861,喜欢
书不错，但有折损希望下次再购买会这样,0.9820514137596543,喜欢
不错。挺好,0.9642527132595317,喜欢
很赞,0.9539897281298361,喜欢
装帧精美，发货迅速一如既往地好！,0.9757463092878653,喜欢
东西很好 会考虑回购。,0.5297079456055069,一般
质量不错，购物便捷,0.9972015021288765,喜欢
不错。,0.8612132352941176,喜欢
早上十点到下午四，这就是京东速度～,0.6689029890883571,喜欢
快递给力 书也是全新的,0.5698179178146364,一般
很好的专业用书，没毛病评,0.6938438473935947,喜欢
很好的一本工具书！,0.9304240359391692,喜欢
好书,0.7409000653914325,喜欢
孩子喜欢，质量不错！一直光顾,0.9757469957608593,喜欢
儿子喜欢你的书，漫画版本,0.9585277096786398,喜欢
胶版纸印刷，内容生动有趣可读性强。大16开比秘密武器系列一圈,0.9928158990586624,喜欢
这几本书刚到家，上一年级的儿子就口气看了两是孩自己提出来要买所以爱不释手啊！在京东又便宜正版发货快当天拍第二,0.9961248719496116,喜欢
京东购物真好，方便宜快捷！,0.7797428512950224,喜欢
图书活动购入，划算孩子喜欢的漫画。,0.9982647040232792,喜欢
正版没味道，小孩非常喜欢看大赞很,0.9656475869582146,喜欢
挺好，京东商城服务没的说会继续支持,0.7440737515913364,喜欢
书很好！让孩子提高阅读一边看漫画学习棒哒…,0.9935173406975996,喜欢
专业书籍，看到名字不错粗略翻阅了一下希望细后对得起这个,0.9964923339595362,喜欢
北京电影学院很好的毕业作品，里面多剧本和阐述可以来研究短片,0.9999182068834771,喜欢
一直在京东买西，也很相信但是现这书啊越来贵线客服牛真店大欺并且象gupiao似的天三跳。会气杀熟我们开了ls员贪图方便不找事户,0.001491003074429842,不喜欢
好书啊，学点知识！,0.940267781236728,喜欢
挺好，没什么问题～,0.7489435100263726,喜欢
不错，值得购买一直在京东商城物主要是售前中后服务好！,0.9935474069356086,喜欢
已收到，效果不错很给力赞,0.9868246178213015,喜欢
很棒哦。！,0.8521129680229954,喜欢
还挺不错的 值得一读,0.9940347840727657,喜欢
很好可以值的研究,0.9446080866152229,喜欢
书本很棒，适合九年级学子使用符考试内容知识的重难点也标得清楚仔细。建议生党购买哦真对我们习有大帮助中加油,0.9999810788603811,喜欢
"""很喜欢在东上网购 真的不错比其他店实服务好还会介绍朋友来",0.938100261403702,喜欢
,0.5262327818078083,一般
"非常感谢京商城给予优质，从仓储管理、物流配送等各方面都是做。货及时员也热情有候便收件安排间另行同售后以解客户忧患除万难我们体验ThankyouvermcftxlsipdbJg,w.DAG""",0.6660692770777505,喜欢
不错，书刚来到就开始做了题都非常好大爱。,0.9042751897718218,喜欢
很满意，是正版还有答案解析。孩子需要的,0.9990934060662803,喜欢
不知道好，帮弟买的,0.4575495720376359,一般
还可以来着qw,0.5488180064031624,一般
图书印刷质量很好，物流快递包装没有损坏。京东“每满10减4”买的一次了2多元共节省8相比店折扣还要便宜些对孩子学习帮助喜欢下再来点值得信赖！,0.9411141396773413,喜欢
知识内容丰富 实惠不贵的很适合初三同学们,0.9994964399961779,喜欢
书还不错，但是知道为什么印刷时间2017年3月却8版的里也没有中考题。,0.9422856258650049,喜欢
不错,0.8612132352941176,喜欢
好书，买的及时专业正版学习,0.9615611183148495,喜欢
从法文翻译的植物科普著作不多，这个读本很错内容丰富值得一。图书为精装封面设计挺特别只嫌纸张采色味道较大次快递包是最简单了袋子过链各位小哥有爱心竟然没点受损赞,0.9999740240061754,喜欢
就考虑兔用例如吐的Emyw好说切让送上,0.6426505283611623,喜欢
"""铜版纸加上丰富的彩图、还有好玩翻折页让书变很趣。只是稍为反光和偶在深色背景黑子时不太易读",0.8418718164952075,喜欢
,0.5262327818078083,一般
"所人都住近海边，田野观察应该比较容做到（严格定义就算市区公院花圃小池溏也虽然物种度要少多可能鳟鱼老鼠外哺乳动）昆虫一些鸟类难找""",0.9630605513409346,喜欢
值得信赖的京东，称赞物品是扬小哥！,0.9742996801868044,喜欢
买书给自己充电，不错！,0.8136581218148714,喜欢
分类比较全，字体大小印刷都还行,0.9329273680642522,喜欢
确实不错,0.9134387957509301,喜欢
很好看的书,0.872712997120249,喜欢
很喜欢，质地柔软就这种纸书二建过了一抓紧时间备考,0.9981825897292242,喜欢
经常网购，总有大量的包裹收感觉写评语花掉了我时间和精力！ 所以在一段里是不去价或者随便但又得好像点对住那些辛苦工作卖家客服、仓管老板。于下小话给能拿到五星宝贝面示谢尊敬首先性比很高每次都会试用再虽然定最同等位绝表现棒京东配送流货速度快员务态样西上门希望接厉做更强提供多为商品赞,0.9274505621672352,喜欢
超值，啥都不说了。,0.8575248493672529,喜欢
常网购，总有大量的包裹收感觉写评语花掉了我时间和精力! 所以在一段里是又得好像不去价或者随便但点对住那些辛苦工作卖家客服、仓管老板。于下小话给能拿到五星宝贝面示谢尊敬首先性比很高每次都会试用再虽然定最同等位绝表现棒京东配送流货速度快员务态样西上门希望接厉做更强提供多为商品赞,0.9054118249185197,喜欢
书的质量很好，内容整理了近年真题排版不错虽然有答案但是缺少分析对于非专业人士来说点困难,0.9999690489127615,喜欢
入了这行必须学点相关法规和知识，书是同事们推荐的慢起,0.9782114614834493,喜欢
努力吧，少年给自己加油！第二次购买了,0.9976223318830136,喜欢
终于收到我需要的宝贝了，东西很好价美物廉谢掌柜！说实在这是自从购来让最满意一次。无论态度还对品都非常专业热情有问必答回复也快不少题他觉得烦会认真点向表示由衷敬样可多再正时候包装完整打开后惊喜比想象中竖起大拇指下麻给个优惠哦,0.9994901240895283,喜欢
学车考证·通关宝典：新驾全套资料速查手册（第3版），这个书是很多校的指定培训教材内容非常丰富而且比较完备都点和要所在里面图片标识彩色印刷以看起来也舒服排不错。一偏黄纸张上会更些知道薄了有几页明显到背影响观感虽好但发给我本身质量问题最近京东塑封没旧折痕脊胶可能装导致翻顺畅用力压话靠文字无法部示得退换,0.0014554399385157124,不喜欢
职称考试了参书，内容丰富点大纲充实必备希望能过,0.9975861147675297,喜欢
书收到了，感觉内容丰富希望一次过关非常好比店便宜,0.14167734276202337,不喜欢
包装太差劲啥都不想说了，就一个袋子新书成旧的啦,0.013296827416435009,不喜欢
希望我护师考试一次通过,0.6795910579025632,喜欢
还好，希望助我一臂之力。,0.9159133909741863,喜欢
书包装完整，字迹清楚,0.8153472463345331,喜欢
看视频吧。,0.9074353778119317,喜欢
京东配送就是快！质量好，内容佳不清楚眼科学人机对话还笔试？,0.7654103726145393,喜欢
质量好，内容权威备考必。就是不知道眼科学笔试还人机对话啊？,0.9834121039449614,喜欢
快递包装材料没弄好，书皮表面黄的也有小破损纸张还可以不知道是正版就,0.008961480933230459,不喜欢
给媳妇买的，说不错应该是正版。没什么问题！,0.29644349514315504,不喜欢
很好，希望有所帮助,0.8038878544850425,喜欢
好的，字很清淅。,0.8033882186833144,喜欢
这本书有点薄，但是用来上课的个程挂了好多人,0.8451791109322796,喜欢
对于京东商城提供的产品和服务表示非常满意,0.5851312833257304,一般
了解世界时事动态，拓宽视野值得一睇送货很快京东信赖,0.9999864523662755,喜欢
配送用了四天，书有点褶皱其他还好,0.2689126208316859,不喜欢
好红火恍惚呵哈,0.7210454175796683,喜欢
非常好！,0.6558628208940429,喜欢
内容丰富，见闻时拓宽视野,0.9948450477532476,喜欢
很不错，真的啊,0.9213290985071496,喜欢
好，就一个字,0.5843284398114484,一般
还可以。，,0.2491058313982275,不喜欢
通读《大摩擦时代来临?》，有理、据节分析透彻主旨尽可能地“化戈为犁”中国经济体与美导的世界系形成了一个巨共享荣存局面。倒逼进步*开放以适应新变承前启后继往[强],0.9999995220729753,喜欢
好,0.6558628208940429,喜欢
正版 ！是看过才来评价的祝我这次一定考,0.9678095286881048,喜欢
包装太差了，纯书其他的都还好就是没。,0.21066833175364663,不喜欢
东已经收到了，跟实体店一样的可是却便宜好多棒评,0.870580241513037,喜欢
准备5月份考试，努力一次通过加油！,0.9920938817448266,喜欢
初级会计实务看起来超好，要考证开心祝自己运。,0.9993852913633584,喜欢
先给快递小哥点个赞，宝贝还是一如既往的好,0.986635573848095,喜欢
第一次在京东买书，收到很失望经济法本不新页面都卷起来了！包装也简陋没有用纸箱盒子快递容易把弄坏那个得旧。够只实务是拆开的还点就四试题好正品,0.0037065594368917987,不喜欢
备考2019 初级会计职称8官方教材+东奥轻松过关一历年真题（套装全,0.999999862571197,喜欢
个头小份量轻方便携带，可以随时翻看强化记忆美中不足的是书后有折页影响观！其它服务都很好,0.9998127805827499,喜欢
前一天晚上买 第二早就到了太快！救我因为要写文档,0.46289896599279856,一般
图书质量很好，内容也不错京东物流真是快,0.9748271089814989,喜欢
这本书对虚拟跟现实进行了深入分析，还归纳出来8大业领域相关内容、技术发展水平和际应用情况讲解的很详细不错一。,0.9999950202667193,喜欢
很不错的一本书，仅对行业进了分析而且还有案例展示、配图介绍详细支持给好评。,0.9995201326060972,喜欢
一次愉快的购书，不仅本内容丰富实用物流速度还能get到很多小技巧好评！,0.8431917459305177,喜欢
有好多用的案例实操，还很给力知识点AP功能、特色营销技巧等不错,0.9984894099566283,喜欢
灰常好，速度快价格优惠赞,0.9926950846974125,喜欢
好哟的。物流很给力,0.7647908708612804,喜欢
看完书学到好多知识呀，案例分析的特别位6~,0.9987331992193104,喜欢
挺适合VR部的小伙伴,0.9176700731280227,喜欢
整本被折辽,0.057922003557204005,不喜欢
